,CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability
2383,APOBAK,-2619.718949,-0.100849,5.4393,0.27923,0.11878,-0.19195,-0.07317,278.251241
2384,NIVXOG,-2869.264184,-0.110956,5.1345,0.3065,0.08488,-0.1966,-0.11172,333.68446
2385,GAVGAL,-2349.557832,-0.175892,2.8732,1.65219,0.08891,-0.14217,-0.05326,430.687346
2386,KOCFIS,-3427.052754,-0.18849,3.1448,0.32767,0.11228,-0.2057,-0.09342,481.35656
2387,YEDMEB,-1091.581828,-0.130105,10.2364,1.25832,0.1513,-0.22264,-0.07134,328.820812
2388,SUPVUV,-1915.880634,-0.098779,3.2767,0.49582,0.1112,-0.19404,-0.08284,272.480456
2389,WEYTAW,-2351.754545,-0.171203,3.0146,1.18092,0.09709,-0.17329,-0.0762,424.487062
2390,MIBTIA,-1554.947537,-0.124743,5.0471,1.54118,0.15218,-0.20359,-0.05141,303.483208
2391,RIZJAN,-1484.045767,-0.172856,2.108,1.32364,0.0734,-0.12802,-0.05462,404.745414
2392,RUBLUW,-1963.094876,-0.090758,4.4902,0.56693,0.10753,-0.19264,-0.08511,266.170091
2393,RERNUX,-3159.799598,-0.2016,2.6075,0.84901,0.12373,-0.18291,-0.05918,492.480902
2394,BOHHAI,-3041.075757,-0.153896,3.4024,0.40742,0.12646,-0.17905,-0.05259,393.41111
2395,WOGMOU,-3644.53206,-0.050385,7.4425,-0.17054,0.13368,-0.25294,-0.11926,177.594655
2396,JIRSAE,-3380.615285,-0.081807,5.7613,0.2822,0.10599,-0.19554,-0.08955,244.813718
2397,HUQLIQ,-2193.075008,-0.119682,4.6949,0.9404,0.1508,-0.18811,-0.03731,324.760068
2398,QELWEJ,-1853.046462,-0.094911,4.5576,0.75061,0.13865,-0.22181,-0.08316,273.10901
2399,GIVYAN,-2999.592633,-0.130972,3.62,0.31296,0.09167,-0.20201,-0.11034,356.785331
2400,VAXXOI,-2308.602736,-0.126699,6.971,1.23625,0.12593,-0.20622,-0.08029,346.396763
2401,PIBDEK,-2115.312472,-0.124126,4.66,0.80466,0.13888,-0.21227,-0.07339,306.244282
2402,OLUZOK,-3031.29373,-0.182785,10.2629,0.76834,0.11024,-0.19737,-0.08713,450.506738
2403,FEQJIV,-2509.569133,-0.134949,4.0209,0.75056,0.12993,-0.20359,-0.07366,336.154745
2404,CIBMIK,-3692.17859,-0.240397,6.4781,0.96633,0.14401,-0.20984,-0.06583,624.60017
2405,WATVAO,-2049.473167,-0.120825,4.5758,0.79866,0.12438,-0.20517,-0.08079,340.170335
2406,YIVYIM,-1969.666763,-0.167479,3.0997,1.17617,0.11409,-0.19108,-0.07699,469.179457
2407,MAJMAM,-2854.216153,-0.127788,4.312,0.13899,0.10642,-0.21007,-0.10365,341.420032
2408,WUNSIH,-3194.672316,-0.14766,0.0141,0.38726,0.15519,-0.22347,-0.06828,425.891427
2409,WATSUH,-1363.073057,-0.117925,0.7092,1.45684,0.1651,-0.20175,-0.03665,304.118055
2410,DODNIW,-2001.062875,-0.073376,9.3783,0.52297,0.1106,-0.22746,-0.11686,230.022945
2411,QUXKIE,-2282.980159,-0.100751,2.692,0.52561,0.12475,-0.21109,-0.08634,314.054534
2412,EDAVEM,-1616.289087,-0.170991,4.102,2.18509,0.12674,-0.19169,-0.06495,414.663126
2413,HOQDIA,-1755.439673,-0.083256,3.142,0.82499,0.16675,-0.18101,-0.01426,221.965351
2414,ECUHEQ,-3623.218247,-0.21083,3.7133,0.22691,0.10018,-0.19759,-0.09741,547.544624
2415,FUQZAT,-895.039227,-0.079507,2.9478,1.69748,0.19507,-0.18804,0.00703,219.595754
2416,TUFWAU,-4979.541926,-0.222418,4.3596,0.49769,0.1006,-0.21788,-0.11728,583.626058
2417,ZEPQAM,-2933.199098,-0.087636,5.082,0.08852,0.10674,-0.20577,-0.09903,252.258901
2418,JAKSUK,-2125.967596,-0.222849,1.6273,1.79716,0.1296,-0.17977,-0.05017,546.846774
2419,TEDJOC,-1687.127845,-0.178838,3.4613,1.69301,0.09777,-0.1786,-0.08083,457.462336
2420,JAVDEQ,-3594.808006,-0.367988,0.0089,1.34113,0.11602,-0.19851,-0.08249,767.201307
2421,SOQREX,-12179.741373,-0.169749,2.166,1.79548,0.10723,-0.20982,-0.10259,455.03008
2422,LUGBAQ,-1110.720088,-0.116353,1.8904,1.46144,0.10419,-0.17341,-0.06922,300.345736
2423,EKADEZ,-1729.514435,-0.121021,3.8603,1.13593,0.11125,-0.18029,-0.06904,310.840179
2424,WORBEK,-3124.800397,-0.322708,3.9741,1.69058,0.11901,-0.17194,-0.05293,716.395368
2425,JOCGAJ,-2621.16389,-0.183412,1.0578,0.89043,0.11104,-0.17407,-0.06303,482.091505
2426,SOVWAE,-2862.271827,-0.211027,0.3328,1.19325,0.13637,-0.20473,-0.06836,538.684598
2427,LEXSAI,-2300.314409,-0.106843,5.9799,0.86386,0.11789,-0.2085,-0.09061,330.333599
2428,LIMJUN,-3435.195168,-0.129599,5.7407,0.48444,0.08995,-0.20667,-0.11672,349.407389
2429,PUTCUD,-3146.134757,-0.195581,2.4554,1.26748,0.11398,-0.22037,-0.10639,470.081488
2430,SIGNED,-3898.467671,-0.234615,7.8248,0.76301,0.07651,-0.14877,-0.07226,574.448761
2431,KADMAE,-3817.762045,-0.250246,8.0028,0.47321,0.10456,-0.2035,-0.09894,589.656408
2432,FUPCEZ,-4872.03924,-0.20126,3.0696,0.97933,0.1505,-0.201,-0.0505,541.29862
2433,XECTEE,-1358.043231,-0.120762,3.8826,0.90893,0.10542,-0.14499,-0.03957,304.680691
2434,GIZQOX,-1989.433406,-0.186904,4.0849,1.46552,0.11694,-0.18052,-0.06358,493.071281
2435,TIHSEI,-20868.069893,-0.166745,0.0144,-0.27855,0.10195,-0.21506,-0.11311,455.985907
2436,GUZMAR,-3150.813779,-0.132522,7.0317,0.38223,0.101,-0.18788,-0.08688,357.43948
2437,BOXLAC,-2461.893266,-0.115889,3.2253,0.81705,0.09385,-0.18567,-0.09182,337.13046
2438,FOJWUX,-1513.447781,-0.056953,6.9462,1.13039,0.14058,-0.21445,-0.07387,185.60989
2439,SOFHUT,-1497.442928,-0.168428,5.0634,2.01216,0.12467,-0.19121,-0.06654,422.214843
2440,BIQTOM,-1610.962725,-0.169189,3.144,1.44728,0.11866,-0.1881,-0.06944,426.379927
2441,PUJYEY,-3642.524315,-0.212066,1.7671,0.81359,0.12857,-0.18898,-0.06041,543.498397
2442,QAFCUV,-1642.683458,-0.073311,5.4484,1.12606,0.11462,-0.18801,-0.07339,220.20317
2443,UVEZOM,-3033.705968,-0.276088,4.2395,1.66845,0.13107,-0.18676,-0.05569,662.505197
2444,AQOMOJ,-1165.848063,-0.122785,4.4327,2.09778,0.1606,-0.18576,-0.02516,321.994042
2445,ERUPIR,-2405.861574,-0.18345,3.6836,0.93606,0.11045,-0.17522,-0.06477,421.494192
2446,IMEQOI,-2212.499238,-0.161869,3.7103,1.21296,0.10465,-0.17303,-0.06838,393.896435
2447,WIFWAL,-1693.496037,-0.212867,11.5068,1.8363,0.14394,-0.20978,-0.06584,492.169927
2448,HABFEV,-1913.081773,-0.113426,2.6094,0.50223,0.09796,-0.15717,-0.05921,300.30086
2449,ENEQOD,-2843.108501,-0.254262,6.4759,0.96892,0.12835,-0.16944,-0.04109,563.652439
2450,LEXMIL,-956.753648,-0.068409,2.0546,0.99115,0.16582,-0.18941,-0.02359,202.45536
2451,SOVVEH,-2489.277918,-0.113944,6.8345,0.71087,0.11897,-0.22518,-0.10621,355.716249
2452,ACOMOV,-4167.273999,-0.197316,5.5551,1.39923,0.16003,-0.21152,-0.05149,514.189157
2453,FOSMOP,-3114.138324,-0.050494,11.6922,-0.01391,0.13569,-0.24972,-0.11403,176.216302
2454,POVQAT,-3534.663621,-0.354858,3.6598,1.81001,0.13596,-0.17939,-0.04343,794.634366
2455,PIGZOU,-1316.075823,-0.047692,2.0974,0.47605,0.13979,-0.21034,-0.07055,146.18609
2456,XUXDEB,-2424.433372,-0.073453,3.8006,0.15696,0.12943,-0.2296,-0.10017,218.296948
2457,CAXVON,-2610.414721,-0.142414,3.2709,0.32037,0.11136,-0.1918,-0.08044,333.711987
2458,FEQJOB,-2976.298734,-0.187393,3.8857,0.75365,0.13232,-0.20537,-0.07305,455.620315
2459,VIHCIY,-2311.309817,-0.063834,4.3698,0.08164,0.10245,-0.20133,-0.09888,191.92937
2460,KADDEY,-2317.324317,-0.118438,3.897,0.39511,0.09333,-0.16949,-0.07616,310.736724
2461,FEKZUQ,-3278.655567,-0.070578,4.2932,0.98638,0.10977,-0.18942,-0.07965,215.563298
2462,EDOWOK,-3912.12918,-0.203389,1.3319,0.50772,0.10074,-0.23453,-0.13379,525.149221
2463,EROFIA,-1233.519227,-0.139247,2.2261,1.49718,0.14197,-0.1796,-0.03763,338.151075
2464,QOSLEQ,-2172.61674,-0.040625,4.0417,0.2891,0.09308,-0.19996,-0.10688,153.53507
2465,PIJMOM,-2889.609357,-0.167851,2.0453,0.85641,0.09594,-0.17261,-0.07667,418.533671
2466,YIMJEJ,-1517.730406,-0.111913,3.8395,1.7096,0.15034,-0.20517,-0.05483,315.122534
2467,CATKIR,-2304.087611,-0.049568,5.8467,-0.02432,0.11364,-0.2261,-0.11246,180.210724
2468,TOXLEX,-2961.995167,-0.121946,2.8303,0.33678,0.11787,-0.20837,-0.0905,330.984145
2469,OTOPOD,-3408.180522,-0.175448,5.5209,0.87649,0.09964,-0.17529,-0.07565,462.836233
2470,HOPLUT,-2241.247874,-0.127055,3.3009,1.11073,0.13979,-0.21192,-0.07213,322.588872
2471,NEGWAZ,-1672.484095,-0.144071,4.2552,1.66997,0.13091,-0.16473,-0.03382,357.589942
2472,UGAZOS,-4317.764173,-0.10165,5.997,1.1543,0.12616,-0.19842,-0.07226,277.383773
2473,QAFFIO,-2355.342802,-0.221628,4.7456,1.41537,0.09712,-0.16209,-0.06497,532.585923
2474,OLUMUE,-5017.873875,-0.179502,4.6482,0.45741,0.10316,-0.22867,-0.12551,470.375509
2475,YUHKIV,-2509.058858,-0.09471,4.4546,0.04172,0.1022,-0.19951,-0.09731,245.874582
2476,YAXVUP,-2371.502927,-0.079536,4.0734,0.2914,0.13243,-0.22337,-0.09094,212.948833
2477,WAXNIS,-3682.666677,-0.346044,3.3675,0.951,0.13206,-0.18703,-0.05497,761.808029
2478,VOBDEW,-1889.018923,-0.058126,13.1702,1.02029,0.21189,-0.08734,0.12455,188.667307
2479,WUHRIB,-1823.406185,-0.113076,4.4915,0.81615,0.13619,-0.21288,-0.07669,279.839029
2480,EMUZOB,-1803.846191,-0.201883,2.5136,1.62861,0.11293,-0.17196,-0.05903,466.86021
2481,BIJMAJ,-3295.61656,-0.192846,3.5187,0.83144,0.11385,-0.20465,-0.0908,472.207949
2482,XAXSIZ,-2695.005725,-0.19303,0.3728,0.9617,0.12642,-0.19016,-0.06374,489.357476
2483,GOTLAE,-2903.834332,-0.190893,3.3974,0.39425,0.08819,-0.16687,-0.07868,447.565394
2484,SIBMAS,-1567.171184,-0.071318,9.983,0.75434,0.14231,-0.33263,-0.19032,199.683464
2485,GOFDAG,-4152.14948,-0.212566,4.8124,0.12804,0.10484,-0.19982,-0.09498,542.883695
2486,YOZVIT,-2857.104559,-0.100601,5.8788,0.41472,0.11565,-0.21382,-0.09817,302.905604
2487,YAXTOH,-1601.322135,-0.068504,0.8291,0.87716,0.11767,-0.18262,-0.06495,212.951804
2488,DOZTOD,-1754.288251,-0.209143,3.624,1.58061,0.10524,-0.16961,-0.06437,494.136345
2489,MITRIQ,-3053.671507,-0.147401,6.7706,0.29429,0.11223,-0.17755,-0.06532,383.142662
2490,ABEGAP,-2185.272775,-0.225697,1.5109,1.64042,0.08259,-0.16839,-0.0858,531.242033
2491,ITIFAU,-3311.497229,-0.168253,3.7243,0.3527,0.11247,-0.2127,-0.10023,456.703944
2492,YUYNOX,-2972.049677,-0.199452,5.6313,0.94915,0.1208,-0.18664,-0.06584,516.700314
2493,UCITUW,-2786.516161,-0.23634,6.0259,1.23729,0.15174,-0.1925,-0.04076,530.633137
2494,ANAQUC,-3096.648031,-0.213513,7.6577,0.68279,0.05176,-0.13922,-0.08746,501.741049
2495,FIVLAY,-2956.712004,-0.104322,4.365,0.16775,0.13617,-0.21649,-0.08032,296.207396
2496,WAHYIN,-2250.285248,-0.110909,0.7104,0.92968,0.14749,-0.21091,-0.06342,287.948447
2497,WIGWIT,-2348.290527,-0.11765,2.4316,0.91052,0.10961,-0.18697,-0.07736,352.756689
2498,AXEVII,-1954.537784,-0.157489,2.1891,1.16044,0.11666,-0.18534,-0.06868,414.948939
2499,JIWHIG,-2892.719204,-0.083846,1.9437,0.419,0.13206,-0.20369,-0.07163,280.302809
2500,QULRUK,-1546.722332,-0.149668,1.5531,1.751,0.10254,-0.15901,-0.05647,409.654288
2501,ABESUV,-1769.614644,-0.195516,4.4405,1.71886,0.10181,-0.17427,-0.07246,468.211197
2502,YAMCEV,-1107.304549,-0.104484,1.7061,1.40328,0.10872,-0.17345,-0.06473,277.546218
2503,ISAQEY,-2233.106787,-0.132795,1.4322,0.71069,0.11008,-0.18033,-0.07025,351.279086
2504,VAPGAU,-1308.694889,-0.152066,3.9763,1.38979,0.14189,-0.18061,-0.03872,346.556827
2505,DEDGUP,-1721.098552,-0.181344,6.199,1.67679,0.14586,-0.17736,-0.0315,465.979184
2506,COGSOJ,-2113.450817,-0.165328,3.4005,1.81349,0.0968,-0.17225,-0.07545,439.66219
2507,VEMVUE,-3382.249984,-0.125285,4.2722,0.13023,0.10455,-0.20904,-0.10449,330.6798
2508,UBOHIC,-2328.048962,-0.203896,1.7366,1.56914,0.15493,-0.19964,-0.04471,484.770617
2509,KAWSUY,-3389.503413,-0.08492,2.5577,0.28514,0.08951,-0.2225,-0.13299,276.512242
2510,WUHKIU,-2590.341323,-0.153897,3.7875,1.85512,0.2083,-0.22737,-0.01907,352.503618
2511,ZOSZIT,-3298.699644,-0.272815,2.5887,0.74396,0.09817,-0.18118,-0.08301,681.845854
2512,ERABOP,-1794.005873,-0.099926,2.8194,0.62152,0.07343,-0.16906,-0.09563,258.037535
2513,WUQJAT,-3907.628999,-0.179178,10.9044,0.74297,0.09607,-0.21467,-0.1186,436.234991
2514,CIVPED,-2406.030242,-0.072536,3.2643,0.23725,0.1199,-0.20324,-0.08334,217.046041
2515,SODMAB,-2050.735736,-0.134234,5.5219,0.83565,0.14503,-0.21736,-0.07233,335.862333
2516,NADPAM,-1689.290019,-0.160544,1.701,1.48844,0.09398,-0.30662,-0.21264,397.452544
2517,XUMYUZ,-5079.231274,-0.244512,0.6543,0.77344,0.12031,-0.19103,-0.07072,626.217484
2518,XIWGAM,-2450.118421,-0.246674,5.6241,1.67777,0.1103,-0.17829,-0.06799,611.962888
2519,RIJQIN,-4025.018474,-0.272189,3.07,2.07498,0.14008,-0.21471,-0.07463,655.690085
2520,FUNSUD,-1776.816574,-0.09459,7.1313,0.77104,0.12205,-0.19177,-0.06972,257.105522
2521,WEYTEA,-3346.422394,-0.141411,3.907,0.94426,0.1073,-0.19798,-0.09068,386.651299
2522,NIWCAA,-2263.042911,-0.266318,5.99,1.81897,0.09784,-0.17626,-0.07842,623.801691
2523,NAMGEN,-2371.887917,-0.147889,8.2573,1.03078,0.12125,-0.19663,-0.07538,396.032751
2524,WUWHOL,-2459.890964,-0.210267,3.3912,1.23341,0.09494,-0.16026,-0.06532,479.188386
2525,YAQTOZ,-2937.680236,-0.157473,5.0787,0.16757,0.10554,-0.19765,-0.09211,358.672315
2526,WETHAF,-3250.720684,-0.190105,4.408,0.4167,0.12726,-0.19657,-0.06931,486.983506
2527,GIBKUZ,-1437.456501,-0.161353,0.6073,1.54854,0.07121,-0.15022,-0.07901,387.008707
2528,GOCJOA,-2036.875626,-0.159557,3.4714,1.24208,0.12431,-0.1814,-0.05709,378.523668
2529,BAXCOS,-1280.593751,-0.077922,6.0263,1.42882,0.11306,-0.14978,-0.03672,240.736658
2530,SAPFOG,-2495.241544,-0.213412,3.5437,0.93714,0.12464,-0.17367,-0.04903,481.019817
2531,NAGLUC,-2473.959231,-0.125303,4.7212,0.83009,0.10541,-0.1863,-0.08089,325.603331
2532,XEJKON,-3918.740997,-0.144111,8.1599,0.1644,0.09763,-0.21106,-0.11343,413.631598
2533,BARQUH,-2911.129289,-0.121272,5.4159,0.26401,0.13304,-0.1934,-0.06036,300.634309
2534,PEGZAC,-2529.623393,-0.128111,1.9599,0.82399,0.14649,-0.19484,-0.04835,360.896628
2535,EHEQAL,-1379.894025,-0.10755,4.314,0.98185,0.13266,-0.18828,-0.05562,263.519762
2536,LUZGAP,-2199.725132,-0.133475,1.9462,0.45913,0.09441,-0.1852,-0.09079,352.72617
2537,FEXTAF,-3189.040901,-0.137606,6.413,0.49565,0.11591,-0.22172,-0.10581,404.271663
2538,FECGAW,-1092.358597,-0.109103,2.0809,1.28012,0.15552,-0.18415,-0.02863,291.163393
2539,TEVDAB,-1738.624643,-0.182056,1.9669,1.71169,0.08944,-0.18144,-0.092,472.852871
2540,XUWSAL,-1977.239561,-0.110902,3.0388,1.40831,0.10155,-0.18921,-0.08766,286.367298
2541,LIBREU,-2237.696123,-0.16413,1.9131,0.75188,0.13699,-0.19801,-0.06102,433.358301
2542,MANSOK,-2662.996963,-0.069584,1.5443,0.53517,0.12032,-0.19756,-0.07724,218.429678
2543,BEDMIH,-1268.438775,-0.119995,0.042,1.56861,0.13291,-0.16195,-0.02904,329.424708
2544,MAYRAH,-2838.769483,-0.145869,6.2374,0.51483,0.07918,-0.19622,-0.11704,400.417165
2545,AGIVOC,-1830.850478,-0.198274,8.8123,1.66474,0.12283,-0.18959,-0.06676,458.126152
2546,EZIWEQ,-2407.173016,-0.141657,5.2489,0.87987,0.12776,-0.20825,-0.08049,338.951399
2547,JASJUI,-3371.741291,-0.254805,0.1366,0.79322,0.03089,-0.10902,-0.07813,683.789836
2548,MOPVAQ,-1780.359627,-0.106914,3.1726,0.46165,0.10626,-0.16099,-0.05473,266.911638
2549,NOGDUJ,-2650.776462,-0.132582,4.9446,0.51198,0.09779,-0.20153,-0.10374,355.657402
2550,WABBUX,-1675.711847,-0.210352,3.1619,1.77699,0.10077,-0.16648,-0.06571,471.684243
2551,XIDKIE,-3034.846775,-0.1882,10.9384,1.41129,0.1251,-0.21935,-0.09425,455.768136
2552,HAZXIQ,-2558.362476,-0.086438,6.9979,0.19872,0.11415,-0.17891,-0.06476,250.892974
2553,NEVDEX,-1816.201783,-0.102423,4.6003,0.83719,0.12518,-0.19126,-0.06608,262.851212
2554,BEHWAM,-3609.693836,-0.234101,25.4806,0.80284,0.11591,-0.1835,-0.06759,592.201011
2555,YUVHEC,-2012.750914,-0.126327,2.8408,0.43299,0.12378,-0.17748,-0.0537,323.988376
2556,SOBHAS,-2499.45533,-0.125152,0.0866,0.64309,0.14666,-0.20866,-0.062,377.806285
2557,KITTIQ,-3059.48375,-0.109725,4.9963,0.71004,0.18384,-0.24305,-0.05921,302.140158
2558,OZEQAN,-7967.66088,-0.234844,4.474,0.85536,0.13148,-0.17793,-0.04645,576.021625
2559,TEXLEN,-2280.323731,-0.141885,11.2851,0.02144,0.12051,-0.1982,-0.07769,387.865599
2560,CIHGEH,-1490.457642,-0.169477,3.5201,1.91499,0.0793,-0.15444,-0.07514,410.925812
2561,WOFYEV,-1862.611926,-0.133588,2.7225,0.57749,0.1308,-0.18701,-0.05621,293.10971
2562,ZOPJOG,-2588.416814,-0.185881,6.853,1.04312,0.11376,-0.17777,-0.06401,447.888743
2563,LIRDIZ,-3075.591714,-0.092566,7.3767,0.31699,0.12107,-0.21427,-0.0932,294.589909
2564,BEKFAY,-1124.359174,-0.104556,1.7072,1.23814,0.12484,-0.17958,-0.05474,299.193609
2565,KUPQAP,-1224.049529,-0.126442,1.7615,1.56953,0.12603,-0.18085,-0.05482,316.382918
2566,FINNAR,-1335.968101,-0.111394,3.0392,1.19093,0.09731,-0.16671,-0.0694,293.333906
2567,WUYTEP,-3126.324967,-0.109133,3.276,0.25809,0.11089,-0.2141,-0.10321,296.249083
2568,WEFQUT,-3093.942641,-0.216559,0.9004,1.16226,0.13318,-0.21257,-0.07939,525.393426
2569,SEFZOT,-1932.451495,-0.18448,0.7791,1.98925,0.14681,-0.18078,-0.03397,476.492767
2570,FODTEY,-3286.697261,-0.294745,5.329,0.98,0.1244,-0.17554,-0.05114,635.887284
2571,GOTZOG,-4258.354913,-0.365661,3.0628,0.86198,0.09309,-0.18704,-0.09395,857.817885
2572,IZUDUD,-2441.27595,-0.183118,3.1102,0.88685,0.10297,-0.18425,-0.08128,446.552766
2573,NACCOJ,-1709.420524,-0.089797,3.1855,1.01325,0.15662,-0.21588,-0.05926,246.218946
2574,WALCAO,-2494.445036,-0.101476,3.3423,0.04472,0.08592,-0.18118,-0.09526,281.648315
2575,TEYXIE,-2191.481919,-0.131705,4.8807,0.84905,0.12922,-0.2049,-0.07568,319.600531
2576,CAJPUY,-2666.787834,-0.180037,5.4598,1.23782,0.13916,-0.1967,-0.05754,453.169945
2577,YAMKIJ,-2163.759552,-0.137148,5.4388,0.8471,0.10171,-0.17694,-0.07523,354.463914
2578,POCQIH,-1504.004864,-0.14427,5.3559,1.73685,0.10059,-0.17564,-0.07505,403.043829
2579,PIYLIT,-2668.245668,-0.190458,6.6701,1.36593,0.1499,-0.19082,-0.04092,471.495146
2580,GEDTUG,-6062.526125,-0.312077,2.4932,0.80671,0.0692,-0.1708,-0.1016,734.716107
2581,CUCBUZ,-2149.217734,-0.237607,4.4696,1.77886,0.14308,-0.17593,-0.03285,569.365212
2582,LEXKAA,-2045.929719,-0.129784,3.1317,0.87607,0.09896,-0.18457,-0.08561,325.22872
2583,DENMUF,-2961.580499,-0.117246,4.5908,0.23863,0.1375,-0.20964,-0.07214,300.744515
2584,ZAFWOS,-1902.010368,-0.123391,4.5227,0.8352,0.12509,-0.20811,-0.08302,298.615797
2585,SUMQUN,-3072.98873,-0.259634,2.2436,0.96032,0.11652,-0.16789,-0.05137,597.914768
2586,TAJXIM,-2669.457766,-0.143557,8.3113,0.88531,0.1068,-0.16857,-0.06177,364.531924
2587,GUTCAA,-2431.266076,-0.1582,2.9016,0.9743,0.15208,-0.186,-0.03392,405.059461
2588,USEHIK,-1800.15472,-0.104136,8.9702,0.83066,0.13873,-0.21706,-0.07833,263.38997
2589,DOBWEX,-1747.009456,-0.203593,6.5947,1.84109,0.09429,-0.17279,-0.0785,494.972931
2590,CUCCAG,-2227.813498,-0.251456,4.5337,1.78673,0.14307,-0.176,-0.03293,593.195072
2591,SOSWIH,-2326.485841,-0.236532,4.2398,2.17553,0.1335,-0.14335,-0.00985,577.748642
2592,WAYNOC,-2550.73451,-0.167105,7.2668,1.52118,0.13559,-0.19316,-0.05757,406.60479
2593,AYAPOF,-2129.407545,-0.137811,2.2004,0.784,0.1329,-0.20052,-0.06762,367.046754
2594,MUCXAL,-2070.187426,-0.093646,1.905,0.88676,0.13074,-0.19747,-0.06673,290.124853
2595,GUVYAX,-1017.365958,-0.115114,3.7988,1.61384,0.10744,-0.16185,-0.05441,284.383162
2596,SUPWAC,-2188.646895,-0.039625,3.9651,0.09233,0.13571,-0.23836,-0.10265,149.262023
2597,DAWLIX,-4040.153255,-0.31833,5.9657,0.83494,0.14191,-0.21062,-0.06871,728.128694
2598,DOHYOQ,-1961.056714,-0.156093,1.8775,1.33976,0.09845,-0.17519,-0.07674,427.651587
2599,MACVET,-3509.196237,-0.127994,4.774,0.10243,0.10336,-0.21174,-0.10838,407.51083
2600,BUBMER,-1491.760024,-0.116681,3.6779,1.11719,0.15001,-0.18504,-0.03503,287.134777
2601,BACLUO,-3099.027171,-0.169021,5.9373,1.30098,0.17264,-0.21849,-0.04585,420.019512
2602,SUNSEB,-996.507235,-0.104408,0.6117,1.36454,0.12479,-0.17473,-0.04994,275.663654
2603,TUCDEB,-3278.528978,-0.116504,6.4612,0.52559,0.11089,-0.20773,-0.09684,325.909947
2604,HOVKAG,-2626.523152,-0.197105,3.8562,1.06975,0.1516,-0.18681,-0.03521,457.935746
2605,ZECVEI,-1452.519971,-0.060966,3.8776,1.03563,0.13879,-0.20443,-0.06564,182.845023
2606,QURHUG,-3572.331649,-0.178441,4.576,0.01818,0.0943,-0.17904,-0.08474,452.743639
2607,BOQKEY,-3335.089958,-0.163956,6.9616,0.27897,0.13111,-0.18963,-0.05852,403.07327
2608,DIZDEW,-2853.264713,-0.117588,5.3482,0.2565,0.1288,-0.22026,-0.09146,333.550707
2609,ATUROX,-2210.361031,-0.16864,3.5842,0.91104,0.10629,-0.17587,-0.06958,383.226704
2610,ADANOJ,-1725.071448,-0.148896,3.1026,1.10961,0.13466,-0.19443,-0.05977,361.449499
2611,NUHCEY,-2383.94828,-0.078252,9.7915,0.26009,0.14407,-0.17587,-0.0318,209.22945
2612,ZOCRUE,-2702.322777,-0.104689,0.7574,-0.01888,0.088,-0.18386,-0.09586,315.708655
2613,JIFNAQ,-2683.454707,-0.116701,4.743,0.08716,0.08083,-0.17095,-0.09012,295.138483
2614,NAHSIA,-1642.935411,-0.076483,3.58,0.76753,0.09301,-0.16568,-0.07267,220.042763
2615,TOMKAH,-2341.51219,-0.214077,4.529,2.08545,0.16139,-0.2025,-0.04111,492.050004
2616,QAVWOB,-4025.174587,-0.168054,4.2802,0.48088,0.10576,-0.22699,-0.12123,429.239803
2617,YIHYUJ,-1166.295058,-0.108805,1.4276,1.46783,0.13222,-0.19569,-0.06347,304.670506
2618,JEYGAV,-3304.364705,-0.165,0.7688,-0.34337,0.06938,-0.10008,-0.0307,416.125018
2619,OBUXIT,-2433.713092,-0.275619,12.8774,0.97024,0.09717,-0.1005,-0.00333,636.974575
2620,PAKHIT,-3868.955719,-0.150887,17.2102,0.27417,0.13497,-0.09369,0.04128,416.638324
2621,LOGZUD,-2511.599699,-0.107216,2.6146,0.79914,0.12788,-0.17034,-0.04246,339.953938
2622,VARQAG,-1277.93453,-0.127583,6.9324,1.24566,0.0579,-0.14766,-0.08976,339.175333
2623,QABNEO,-3490.226259,-0.097124,5.0214,0.56424,0.0964,-0.13995,-0.04355,257.145871
2624,GAMYAX,-1071.211901,-0.144527,10.1103,1.48536,0.12772,-0.20144,-0.07372,325.059903
2625,NUZTEH,-1927.143738,-0.093671,0.4541,0.66264,0.11334,-0.19255,-0.07921,276.064946
2626,TEFQUT,-2126.487618,-0.218489,4.8961,1.96565,0.138,-0.18773,-0.04973,520.75885
2627,JEPXEH,-2134.709691,-0.079084,3.8775,-0.1032,0.13326,-0.16375,-0.03049,213.423318
2628,HILPIE,-2258.168834,-0.148089,3.7438,1.4042,0.04019,-0.14029,-0.1001,396.771237
2629,NABLOR,-2503.005751,-0.101369,8.5396,0.52096,0.13831,-0.18558,-0.04727,249.661075
2630,SEQXER,-1850.506736,-0.213907,1.3299,1.88135,0.11531,-0.16904,-0.05373,500.574887
2631,AROJIA,-3518.244703,-0.120461,10.0813,0.71697,0.08844,-0.22841,-0.13997,335.90909
2632,BIJMEN,-4062.160432,-0.279821,4.1691,0.83461,0.1112,-0.20365,-0.09245,675.675366
2633,XINROE,-2933.669204,-0.12544,3.1644,0.27866,0.11344,-0.19038,-0.07694,313.0576
2634,MIHMAR,-2446.662151,-0.077985,4.5369,0.25299,0.11461,-0.20374,-0.08913,217.520107
2635,GAFZOE,-2585.171892,-0.195139,3.3533,0.87247,0.10373,-0.19148,-0.08775,477.279839
2636,POFXEP,-1761.014269,-0.135974,3.4576,1.09189,0.13809,-0.20698,-0.06889,351.123256
