CSD_code;Electronic_E;Dispersion_E;Dipole_M;Metal_q;HL_Gap;HOMO_Energy;LUMO_Energy;Polarizability
LEXSEM;-2260.035650;-0.097274;10.925200;0.853410;0.106730;-0.210610;-0.103880;299.081536
QANWUZ;-2972.359851;-0.218546;4.879900;1.065760;0.115760;-0.184100;-0.068340;530.522403
UMINEK;-2398.433129;-0.148395;3.567100;0.889990;0.146100;-0.215330;-0.069230;384.877815
WAQMAC;-3095.146586;-0.235400;4.304700;1.545850;0.148390;-0.186140;-0.037750;551.758405
YOPJES;-1627.907054;-0.082475;4.773400;1.110330;0.141950;-0.219770;-0.077820;218.638379
XACFUF;-3492.403597;-0.209337;0.995800;0.394200;0.102910;-0.185490;-0.082580;505.252900
EFOCOU;-3035.385084;-0.189540;1.670800;0.949740;0.110340;-0.166960;-0.056620;497.145423
DOGNEV;-3102.302247;-0.270315;2.550500;0.932240;0.098870;-0.162580;-0.063710;621.732838
SUZBAQ;-3011.059349;-0.134787;4.215700;0.257670;0.124620;-0.210360;-0.085740;335.705177
DOGGEM;-4314.848357;-0.184720;6.446900;1.442070;0.105390;-0.167610;-0.062220;444.879982
PIJHEV;-2094.958442;-0.153216;1.741100;0.524150;0.127660;-0.166410;-0.038750;353.653625
DESWAA;-2880.205210;-0.119006;4.081100;0.411110;0.111520;-0.180910;-0.069390;337.162360
TAJCAL;-3266.319555;-0.266963;2.941400;0.842810;0.128080;-0.165210;-0.037130;623.828637
ETUSIV;-3017.189569;-0.188743;2.816600;1.489100;0.153080;-0.205140;-0.052060;490.470782
TUDQAL;-2052.567966;-0.203422;4.110300;1.391040;0.112080;-0.174020;-0.061940;487.197007
PUYWIQ;-5329.044054;-0.076430;3.206200;0.329860;0.119490;-0.224560;-0.105070;218.703450
CIXSIN;-2024.222968;-0.113900;3.446300;0.754540;0.099640;-0.179980;-0.080340;309.494634
VUTCIY;-2645.072606;-0.143157;2.303500;0.897780;0.127330;-0.196930;-0.069600;443.040850
WENSUD;-5030.124995;-0.231523;0.008700;0.229760;0.123380;-0.208210;-0.084830;530.156398
UVEZEC;-3733.079935;-0.398428;1.993800;1.511770;0.103130;-0.157920;-0.054790;880.297779
MESMIG;-2821.965113;-0.062300;3.505200;0.499330;0.119330;-0.202540;-0.083210;206.128717
MUVRAY;-2576.767556;-0.186654;0.315500;1.284190;0.094710;-0.190680;-0.095970;469.623536
FOCBAA;-3459.005529;-0.173261;2.578900;1.324610;0.100130;-0.205550;-0.105420;458.768293
OLUMOY;-4252.491661;-0.182292;3.971700;0.467330;0.096140;-0.218440;-0.122300;485.487637
XUWZOF;-2351.493667;-0.139389;3.917700;0.945910;0.147990;-0.185550;-0.037560;376.023895
RAMTUU;-2037.694939;-0.113433;4.085800;1.114630;0.139100;-0.205060;-0.065960;284.081411
BEDWUD;-1782.656176;-0.201062;2.185700;1.569080;0.081880;-0.167190;-0.085310;483.244128
YELYUJ;-4269.412203;-0.101075;9.528100;0.857360;0.203460;-0.281640;-0.078180;287.753332
ERULUZ;-1509.013611;-0.062945;4.352100;0.766530;0.122750;-0.204010;-0.081260;191.908738
YOZCOF;-2547.127981;-0.097666;4.914700;0.060290;0.103530;-0.203760;-0.100230;252.715127
FIJXAY;-2837.394936;-0.103399;5.761400;0.409910;0.095730;-0.196250;-0.100520;319.060763
MOPVEU;-978.038373;-0.104712;1.659200;1.219770;0.096060;-0.151010;-0.054950;264.799361
PANJOD;-2108.060841;-0.114128;4.105400;0.827470;0.115260;-0.196810;-0.081550;294.011472
NOMLOR;-2973.297603;-0.270911;7.453500;1.242970;0.126760;-0.204730;-0.077970;597.258715
QAQFOG;-2218.992195;-0.152960;3.131900;0.987230;0.041180;-0.135990;-0.094810;396.399799
TUCDOL;-3353.469142;-0.194401;0.017300;0.592690;0.101500;-0.211800;-0.110300;462.858037
NEBDAA;-3177.020759;-0.293979;6.920300;0.946210;0.084160;-0.271550;-0.187390;635.972645
BOHHIQ;-4779.489651;-0.220088;3.141500;0.389840;0.118380;-0.175340;-0.056960;518.973448
ZUMNEA;-3002.455978;-0.077181;5.379200;0.343940;0.118030;-0.231190;-0.113160;251.071743
DUJYEN;-1953.490727;-0.149787;0.084200;2.097100;0.106760;-0.180170;-0.073410;448.456603
FODXAX;-3205.773624;-0.265927;3.710300;0.900980;0.060570;-0.151030;-0.090460;647.863410
MEFWEC;-1324.524552;-0.101333;2.924100;0.897550;0.122200;-0.178450;-0.056250;254.154217
LOMWIV;-3001.726178;-0.128911;3.764400;0.122240;0.105830;-0.209880;-0.104050;370.071100
VOFQAI;-4337.699682;-0.178956;3.634400;0.506050;0.105520;-0.225940;-0.120420;457.601812
SEDGOX;-5234.053835;-0.274931;6.394800;0.538270;0.149930;-0.219330;-0.069400;643.327303
VOMFEI;-5820.800463;-0.084485;4.829800;1.131570;0.124030;-0.186980;-0.062950;244.029678
MIVBAW;-3213.665852;-0.213241;3.220900;0.594250;0.081470;-0.152970;-0.071500;499.596303
HISWOV;-1978.285249;-0.161366;0.825800;1.342330;0.106620;-0.175590;-0.068970;427.413249
CBPATI;-1888.768555;-0.095286;3.696200;0.087180;0.073040;-0.158770;-0.085730;276.151113
ZIHYAQ;-1325.746285;-0.103777;3.228400;1.033740;0.134420;-0.202040;-0.067620;261.757032
PEFTIG;-12216.760648;-0.090007;5.225800;0.527310;0.091710;-0.218570;-0.126860;342.559039
EKUHOH;-2202.268931;-0.130544;4.905100;0.825340;0.119210;-0.192950;-0.073740;341.798718
FONPOO;-2265.259451;-0.135594;3.333100;0.828430;0.114510;-0.189510;-0.075000;340.044163
QATFUO;-3135.548486;-0.131287;4.938600;0.571270;0.069410;-0.167350;-0.097940;395.595480
VEXKEQ;-2602.452043;-0.105090;9.352900;0.127860;0.107500;-0.206800;-0.099300;263.494282
MEQZEO;-1663.774691;-0.083037;5.484100;0.732240;0.150850;-0.223160;-0.072310;227.816736
ODIPIB;-1534.695170;-0.130472;3.687900;1.010030;0.130620;-0.185560;-0.054940;308.674057
NOHDOD;-3042.094478;-0.112173;8.574000;0.735280;0.142170;-0.229170;-0.087000;290.339256
VENWAN;-1772.626353;-0.044404;3.296300;0.210990;0.096660;-0.365330;-0.268670;137.285519
NEVKEE;-3370.726478;-0.104554;3.786900;0.467920;0.117120;-0.226380;-0.109260;269.446986
HAZXOW;-3177.396039;-0.168891;5.208700;0.215420;0.125610;-0.191690;-0.066080;422.972831
NEQSEI;-4296.493091;-0.302623;4.921200;0.514380;0.093260;-0.197690;-0.104430;711.038253
NORNEN;-2087.384720;-0.091831;9.849500;0.777550;0.134880;-0.203170;-0.068290;262.754341
ZECVAE;-2451.341975;-0.094573;4.516600;0.378120;0.117090;-0.198600;-0.081510;240.752218
ICEROX;-3242.585925;-0.183910;3.785600;0.365940;0.121090;-0.205940;-0.084850;447.509060
SOTSAW;-3685.505965;-0.299720;3.823500;1.765880;0.162980;-0.200750;-0.037770;722.486902
PALSIF;-3047.854155;-0.174474;4.110800;0.747620;0.121330;-0.191000;-0.069670;410.025018
XUWSEP;-1229.047465;-0.079339;1.437500;1.168640;0.139450;-0.199540;-0.060090;243.283402
IFEDIG;-1978.428687;-0.189000;5.002100;1.825840;0.100970;-0.174210;-0.073240;435.474719
SIXQAR;-1384.566052;-0.170720;0.732200;1.389090;0.123250;-0.162980;-0.039730;376.293185
WUWHEB;-1565.439084;-0.133719;2.665700;1.256890;0.143920;-0.195860;-0.051940;349.268064
EWAQOI;-1651.505322;-0.165066;5.052200;1.526100;0.124640;-0.166430;-0.041790;401.325841
LILDEQ;-1630.278448;-0.180051;2.200400;1.455940;0.100400;-0.179580;-0.079180;443.909628
RIHJIE;-2803.296350;-0.194065;3.916400;0.830520;0.106610;-0.184450;-0.077840;478.727654
DIZDIA;-2696.091709;-0.100811;4.492300;0.255680;0.131900;-0.228630;-0.096730;287.018067
FECFUP;-1505.376031;-0.097076;3.139800;1.025320;0.140830;-0.192860;-0.052030;286.342885
TIFCIW;-2995.362458;-0.110953;7.207800;0.538580;0.123140;-0.218660;-0.095520;331.429756
TOKGIM;-3597.117909;-0.292896;1.075200;1.621860;0.082740;-0.179820;-0.097080;704.519325
VASMOR;-2115.309167;-0.122874;4.737200;0.834160;0.128830;-0.206790;-0.077960;306.506843
UFUDEF;-3100.441603;-0.131762;5.744500;0.482290;0.090720;-0.211160;-0.120440;367.117027
GERBOV;-2776.416542;-0.195823;1.887000;0.876810;0.123420;-0.179950;-0.056530;492.063978
BEJVIW;-3178.130634;-0.164109;4.803700;1.785320;0.113790;-0.177040;-0.063250;424.712977
BONREB;-3291.983616;-0.252688;3.834000;1.501870;0.088270;-0.191070;-0.102800;656.912993
EBUFOX;-1899.600949;-0.127142;5.294800;1.103610;0.135290;-0.204250;-0.068960;303.409041
DAWJIV;-2626.133008;-0.176104;2.637700;1.251190;0.102710;-0.203500;-0.100790;474.451070
XACGAM;-3493.373782;-0.205464;0.924800;0.637030;0.117250;-0.186660;-0.069410;506.305300
CELGOS;-1289.207713;-0.140901;3.881900;0.355140;0.061200;-0.140800;-0.079600;330.635411
FUPCAV;-3662.858514;-0.278247;3.728200;1.079530;0.151580;-0.188650;-0.037070;678.346023
DOHMET;-2757.045407;-0.102762;5.854300;0.565800;0.126100;-0.193590;-0.067490;305.402369
ZEJZIZ;-6457.069998;-0.177353;10.197300;1.889640;0.187420;-0.245270;-0.057850;492.056707
WIMXUM;-6500.662786;-0.063603;5.853800;0.104830;0.093170;-0.207330;-0.114160;189.696288
GUBLOF;-2434.002884;-0.189304;1.050900;0.992920;0.104820;-0.160850;-0.056030;439.074997
CITHIZ;-2071.835626;-0.078925;3.813700;0.731870;0.093110;-0.190070;-0.096960;256.389877
BIJMUD;-2635.699601;-0.160647;3.900600;0.838370;0.118370;-0.199530;-0.081160;395.792208
XEXKUG;-1653.793762;-0.064133;3.865400;0.968030;0.195500;-0.217370;-0.021870;182.458407
YEDNEC;-1246.263549;-0.137454;9.894100;1.377360;0.127700;-0.220920;-0.093220;370.105607
YOJXIF;-2351.428186;-0.146020;2.386500;1.070100;0.184650;-0.216360;-0.031710;376.877578
WUZDUQ;-1610.654535;-0.163050;2.151100;2.038450;0.136720;-0.186690;-0.049970;447.058664
DIHZUR;-2144.875033;-0.104855;5.248400;0.910040;0.070180;-0.173760;-0.103580;319.222985
XENXIX;-2971.687819;-0.266826;0.222900;1.387620;0.136850;-0.183020;-0.046170;643.534931
RUJYUQ;-2056.686513;-0.180789;5.486300;2.085350;0.110430;-0.186860;-0.076430;460.244812
WACREA;-2102.511523;-0.221445;1.211900;1.592790;0.113900;-0.190810;-0.076910;528.635363
QUMWUQ;-2299.027851;-0.151380;7.435900;0.840910;0.106060;-0.170320;-0.064260;356.984091
DICLOT;-2077.824930;-0.138968;0.780600;0.739940;0.121370;-0.177530;-0.056160;335.050920
VUDMUD;-2139.642081;-0.076026;9.107500;0.525830;0.114290;-0.233040;-0.118750;231.504487
GEHYOH;-1508.240733;-0.107804;2.567500;1.056880;0.103470;-0.170620;-0.067150;273.989011
GUDXOT;-2282.519671;-0.152291;1.656500;1.129590;0.157110;-0.194220;-0.037110;379.380416
JAMKIU;-3321.728381;-0.219420;7.500700;1.306560;0.101830;-0.200620;-0.098790;557.488650
GANMEQ;-2193.981525;-0.234512;8.703500;1.354790;0.108050;-0.202760;-0.094710;527.871616
EJIHUB;-3004.507892;-0.112532;4.636600;0.073130;0.108580;-0.204030;-0.095450;351.728555
DUJPIJ;-2294.363848;-0.132232;4.326600;0.901860;0.108440;-0.179580;-0.071140;370.725716
RIFPAX;-1661.410051;-0.078980;3.534800;0.786340;0.129020;-0.203840;-0.074820;227.001584
OFAQAQ;-3189.062122;-0.135603;5.104100;0.496900;0.103810;-0.215450;-0.111640;401.181437
ERUMEK;-1816.132533;-0.100269;3.860100;0.820970;0.111410;-0.200550;-0.089140;272.040096
FEMYUU;-3237.317387;-0.183228;6.949100;0.814300;0.120930;-0.300550;-0.179620;492.927843
REPQIP;-3768.764937;-0.225677;0.000500;0.383620;0.096980;-0.184390;-0.087410;551.822915
OMIPUV;-1385.102129;-0.121929;2.626600;1.319780;0.133870;-0.203130;-0.069260;336.659275
FIFPEP;-1217.036512;-0.058849;5.063000;1.091780;0.165580;-0.203090;-0.037510;185.493899
YILZAU;-1650.445925;-0.123908;6.367000;1.416200;0.130060;-0.220880;-0.090820;329.606498
SOBFAQ;-2148.454664;-0.127957;6.618800;0.590380;0.094170;-0.175030;-0.080860;325.174475
OCOWEJ;-2196.068841;-0.048484;4.358000;0.288780;0.138570;-0.232240;-0.093670;155.922536
EREGAK;-3345.644353;-0.193443;4.866100;0.839210;0.143180;-0.204470;-0.061290;498.147928
FIPTED;-1356.357064;-0.088560;0.080800;0.502790;0.157090;-0.343760;-0.186670;254.179971
RATXOZ;-1937.459394;-0.116171;3.812700;1.190670;0.131760;-0.192860;-0.061100;312.545460
RODSOV;-4725.926028;-0.187681;2.632100;0.553740;0.151180;-0.183940;-0.032760;428.905713
CIBKUU;-2658.591095;-0.180935;8.829300;0.937200;0.118700;-0.186140;-0.067440;460.970103
YIJWAS;-2648.131017;-0.089770;1.188800;0.443270;0.116100;-0.177190;-0.061090;267.135298
GAQWAW;-3384.096234;-0.084127;5.245600;0.259020;0.129300;-0.228410;-0.099110;249.368277
AHABAN;-2765.285360;-0.115583;6.232600;0.907910;0.171090;-0.225590;-0.054500;307.239884
XEVBIK;-2540.344032;-0.075124;6.247900;0.303060;0.134040;-0.219240;-0.085200;229.130426
KIMZOV;-939.437398;-0.130328;8.670000;1.437480;0.115730;-0.214390;-0.098660;309.780596
IZIWAP;-2399.907035;-0.119739;3.826700;0.814430;0.110210;-0.205940;-0.095730;326.363370
PAHDOR;-3070.171050;-0.131480;2.626200;0.712020;0.131000;-0.209580;-0.078580;369.133875
XUXCOK;-2424.425907;-0.069535;3.889300;0.126330;0.129230;-0.230480;-0.101250;218.663410
GAXSIH;-3242.952069;-0.073275;3.549400;0.996560;0.106880;-0.176620;-0.069740;210.087489
OLEQAZ;-3382.956184;-0.132515;7.845100;0.283120;0.097420;-0.221290;-0.123870;360.850309
BAWMIX;-1532.080237;-0.166008;4.092700;0.948520;0.075460;-0.129850;-0.054390;399.885842
ICESEO;-2883.456108;-0.033412;5.864700;0.053860;0.102290;-0.064790;0.037500;135.479637
UFOSAK;-2342.297638;-0.164578;7.203100;1.158910;0.138110;-0.211820;-0.073710;397.567191
VILNAH;-1748.446794;-0.179131;5.700400;1.669900;0.110480;-0.175370;-0.064890;439.748068
WOGNEL;-7803.093681;-0.066415;7.284900;-0.276840;0.125550;-0.246210;-0.120660;230.324658
UVEYEB;-2630.780023;-0.226779;3.668200;1.846660;0.128000;-0.181980;-0.053980;558.559595
UQUJAS;-2797.561524;-0.139256;10.118200;0.719530;0.132150;-0.186510;-0.054360;359.353105
SAYDAY;-2578.423580;-0.130530;2.848300;0.467760;0.116600;-0.199190;-0.082590;341.661278
YIHMOU;-3478.266140;-0.276651;4.116200;0.899850;0.066010;-0.145230;-0.079220;620.338100
WORBOW;-4055.430768;-0.175463;9.630500;0.346750;0.125300;-0.208420;-0.083120;472.513197
ICITAQ;-1975.773570;-0.130570;4.394000;0.859450;0.119360;-0.207170;-0.087810;319.516649
CIBLEF;-7333.358708;-0.117709;7.488800;0.865600;0.128770;-0.195240;-0.066470;359.132738
BAWMOD;-1934.968448;-0.213743;5.099400;1.218580;0.090360;-0.140040;-0.049680;516.416564
EKEZOK;-3381.464322;-0.225246;6.346500;0.907000;0.086260;-0.177750;-0.091490;619.793087
HEFRUH;-1722.765830;-0.098207;5.505200;1.034590;0.148660;-0.215270;-0.066610;256.784794
WUHNOD;-3532.853390;-0.104007;6.700400;0.211970;0.114480;-0.225430;-0.110950;322.106037
ZOLZAB;-3734.081372;-0.146597;10.380400;0.145840;0.065590;-0.170940;-0.105350;357.376655
BEMMOW;-1894.732309;-0.113146;3.428400;0.833440;0.109800;-0.198950;-0.089150;295.003463
MUPFAE;-2004.510836;-0.063815;2.346200;0.321100;0.124570;-0.198570;-0.074000;190.886638
NILGAS;-3250.703545;-0.139291;7.877200;0.412230;0.103490;-0.210680;-0.107190;380.255974
ARIGIT;-1960.987366;-0.148498;3.879500;1.696200;0.164160;-0.181700;-0.017540;365.309084
MOMQAG;-2089.482066;-0.107708;4.685900;1.007340;0.131320;-0.216760;-0.085440;297.273012
PUCMOP;-1116.679310;-0.071110;4.243100;0.773130;0.163950;-0.222670;-0.058720;205.558076
IHEVOI;-3230.597822;-0.105994;8.286400;0.236380;0.099100;-0.217460;-0.118360;320.833698
GIZCID;-3020.709873;-0.223722;3.710400;0.730920;0.099670;-0.174000;-0.074330;545.311351
QUMXEB;-2606.185784;-0.188636;7.130000;0.835310;0.111170;-0.181160;-0.069990;436.826729
ORIXAP;-1052.067610;-0.086426;3.697500;0.633820;0.099920;-0.144380;-0.044460;231.384704
SACZON;-1681.594044;-0.211972;12.128700;1.554650;0.086390;-0.167770;-0.081380;486.373242
LILCIT;-2817.725445;-0.158151;3.163400;0.702720;0.087110;-0.178630;-0.091520;432.447661
OCUXUG;-1779.296853;-0.099605;4.729500;0.789560;0.127450;-0.200160;-0.072710;252.373552
TERWOD;-3442.865797;-0.099191;5.978200;0.013210;0.117530;-0.226350;-0.108820;278.875692
DUCFAI;-4432.350726;-0.157749;3.530600;0.592570;0.109810;-0.204880;-0.095070;437.968909
NONTIT;-3736.168593;-0.057045;5.719300;0.016230;0.120980;-0.246680;-0.125700;247.418033
ISAPAT;-2453.611667;-0.142764;2.015400;0.835570;0.108630;-0.175450;-0.066820;379.643906
ASATAQ;-2065.417278;-0.185257;7.183600;1.136710;0.052610;-0.203280;-0.150670;479.180018
NAQXUA;-3003.018837;-0.147515;1.533500;0.599090;0.098740;-0.187980;-0.089240;377.794397
KUQCIK;-2314.516965;-0.229397;3.491000;2.118910;0.106440;-0.169660;-0.063220;545.982664
CEPSAR;-1442.324040;-0.165564;1.888000;1.122940;0.101330;-0.173940;-0.072610;398.684021
LEQQUT;-2228.235717;-0.146439;2.782600;0.552870;0.109490;-0.182880;-0.073390;340.308211
DOZTIX;-2132.979275;-0.155058;3.879800;0.885860;0.107980;-0.176100;-0.068120;365.233596
DEZDAQ;-2630.671005;-0.209382;3.394300;0.720520;0.088370;-0.180330;-0.091960;467.719902
GOGLAP;-2163.235080;-0.120538;3.743800;0.804280;0.141180;-0.192220;-0.051040;333.848218
XOPBIN;-2451.928594;-0.154899;7.663900;1.272560;0.108040;-0.195120;-0.087080;415.342008
FICVOD;-2559.278058;-0.143673;4.897100;1.919860;0.019620;-0.130970;-0.111350;524.099014
ZEDXEL;-2796.600158;-0.141095;13.562700;1.239350;0.095130;-0.200860;-0.105730;376.165836
NEMDER;-2495.959672;-0.063907;5.401200;0.205260;0.127680;-0.210370;-0.082690;217.178932
PEVVIY;-2833.974606;-0.159003;5.158300;0.226200;0.085150;-0.203740;-0.118590;457.236039
MOYPIZ;-1133.622056;-0.109014;6.866800;1.088320;0.128010;-0.209080;-0.081070;304.429553
YANSOW;-1587.663458;-0.074535;5.135400;0.765460;0.136110;-0.218830;-0.082720;206.077229
EXUPUI;-2558.350187;-0.089398;7.249600;0.195900;0.119960;-0.187540;-0.067580;250.845741
SOMJUZ;-1713.113955;-0.041195;2.599900;0.773530;0.174650;-0.207340;-0.032690;147.507473
FICBAV;-2578.095248;-0.152600;4.219900;0.732360;0.109390;-0.176430;-0.067040;420.999580
VUYJOQ;-1664.002486;-0.127975;3.119000;1.271680;0.112900;-0.182300;-0.069400;323.442072
SASTEM;-1894.330500;-0.194764;5.612600;1.972270;0.097850;-0.160440;-0.062590;512.066866
TELGIA;-3040.346908;-0.133273;3.120300;0.490600;0.103460;-0.207750;-0.104290;366.313012
FAZMAU;-2726.665521;-0.216382;3.846000;0.836140;0.129330;-0.184910;-0.055580;524.340431
GOSWAM;-3012.813232;-0.090091;4.022300;1.051230;0.143540;-0.230380;-0.086840;271.849355
CIFZUN;-3560.313971;-0.094184;4.906400;0.425570;0.114560;-0.220420;-0.105860;294.202381
GIJJIU;-2673.700252;-0.134150;9.226300;-0.000620;0.127680;-0.135140;-0.007460;355.515981
BIHDUS;-2138.110136;-0.244210;2.575300;1.784980;0.118480;-0.177330;-0.058850;558.103803
OQEHOI;-2222.836579;-0.119113;2.312100;0.680220;0.113600;-0.186570;-0.072970;315.998958
UXIRID;-1993.741269;-0.214511;6.628200;1.967360;0.093320;-0.171950;-0.078630;553.959465
VIVQEW;-4258.091343;-0.237733;3.711600;0.633510;0.148420;-0.215310;-0.066890;617.926488
DESVON;-3553.026376;-0.170647;3.826800;0.482690;0.128130;-0.198530;-0.070400;468.824722
WUBKIP;-2005.651955;-0.110242;1.296100;1.221360;0.010550;-0.134310;-0.123760;298.346787
LODLEV;-3487.631042;-0.248782;3.300000;0.907710;0.096500;-0.178420;-0.081920;588.459861
DONBIS;-2310.247750;-0.266841;7.399400;1.884470;0.082820;-0.161570;-0.078750;614.701381
CIBBEV;-3855.551855;-0.148804;0.454400;0.753180;0.154050;-0.220080;-0.066030;385.595788
VIQGEJ;-2931.111359;-0.200942;6.518100;0.899870;0.148290;-0.194760;-0.046470;493.635885
SIMTIR;-1441.396636;-0.157257;3.334200;1.612920;0.101360;-0.160980;-0.059620;384.142034
NOYMIX;-2202.946465;-0.238785;0.990800;1.983130;0.045370;-0.132060;-0.086690;591.913517
KIHPUP;-2273.503928;-0.146014;1.651900;0.350500;0.121310;-0.176830;-0.055520;358.107419
XEFKAU;-2977.421627;-0.041444;7.635800;0.054230;0.143720;-0.263710;-0.119990;161.072753
EKUVOX;-2433.930132;-0.226984;0.669700;1.687700;0.019490;-0.051150;-0.031660;546.819352
IQIWEK;-1790.387925;-0.183118;9.233700;1.803610;0.063080;-0.158310;-0.095230;464.020056
VASJIJ;-2961.491806;-0.113701;3.548100;0.303680;0.120940;-0.218250;-0.097310;354.441100
UWUCAS;-1288.083162;-0.134528;1.498700;1.776980;0.109030;-0.151460;-0.042430;326.300141
WIKCAW;-4639.194605;-0.218783;6.541200;1.808670;0.115300;-0.165450;-0.050150;527.142291
JURSOE;-2950.076764;-0.211336;3.419400;0.452670;0.113820;-0.173650;-0.059830;510.881188
ESELOE;-3267.518906;-0.138544;5.821400;0.078880;0.077750;-0.169200;-0.091450;404.779199
EDIGIH;-1671.853785;-0.086073;4.670700;0.713660;0.082650;-0.177970;-0.095320;233.317157
DUGNUO;-2652.828336;-0.123913;3.630300;0.055190;0.093360;-0.180550;-0.087190;333.233724
MOLPEJ;-2120.087720;-0.083374;5.701700;0.312950;0.126940;-0.207310;-0.080370;217.347653
TAMLEY;-1709.565622;-0.090488;3.009900;1.035160;0.144260;-0.187900;-0.043640;270.757821
IDAWER;-3382.253391;-0.120884;4.254200;0.126540;0.102270;-0.208080;-0.105810;330.854139
ECOPET;-1399.058119;-0.124397;2.982500;1.790060;0.132950;-0.174180;-0.041230;331.029874
VIFMAZ;-2662.239397;-0.087728;3.487500;0.263300;0.140800;-0.225110;-0.084310;238.471757
YUFBOR;-3669.728093;-0.211319;10.125500;0.868880;0.053230;-0.145140;-0.091910;526.778388
POVQOH;-3503.264604;-0.313881;0.565100;0.884900;0.125340;-0.180210;-0.054870;703.196912
LUZKIC;-2891.085049;-0.187258;3.343900;0.589700;0.096720;-0.184510;-0.087790;460.251716
HEFLAG;-1209.569732;-0.101653;0.674700;1.955770;0.123640;-0.188020;-0.064380;285.638344
LAHVOG;-2767.279822;-0.257108;3.357500;1.851780;0.124180;-0.181500;-0.057320;652.116393
XOLYED;-2146.577868;-0.136930;6.518100;0.847690;0.113300;-0.178040;-0.064740;362.074336
YUTRUA;-2554.927108;-0.085232;2.883000;0.289030;0.110070;-0.207200;-0.097130;250.142503
POFGIC;-2725.301808;-0.222258;0.970400;1.602730;0.134580;-0.191320;-0.056740;518.696828
SUPHEQ;-2395.828281;-0.182221;6.320600;0.422410;0.074690;-0.160140;-0.085450;430.170648
XOLCIK;-2807.726511;-0.128025;5.018600;0.498010;0.107610;-0.193380;-0.085770;319.021713
HEWKIE;-2665.849868;-0.196235;3.900100;0.976940;0.161600;-0.215230;-0.053630;465.220309
SACYOM;-1142.665683;-0.135039;11.539100;1.499100;0.083850;-0.169420;-0.085570;330.794093
HEFKUZ;-1208.602369;-0.104502;0.485700;1.734290;0.122040;-0.190340;-0.068300;284.450705
YALQUY;-2294.380558;-0.103086;3.637900;0.529790;0.108870;-0.191660;-0.082790;271.102809
LASYAF;-2114.476251;-0.207810;0.001700;1.775890;0.101280;-0.172070;-0.070790;498.304944
MOCGIW;-2888.613873;-0.162623;4.655300;0.183230;0.087990;-0.171590;-0.083600;402.156860
GAQWUR;-2201.863616;-0.135243;3.462400;0.849170;0.123660;-0.202850;-0.079190;375.272797
ZUKQED;-675.500734;-0.072434;2.289500;1.938980;0.183310;-0.221300;-0.037990;210.201954
WICRUV;-3373.926352;-0.199256;26.517200;0.841670;0.132560;-0.198620;-0.066060;522.432977
SIJJEC;-4604.350657;-0.297682;6.284600;0.443370;0.106620;-0.169600;-0.062980;750.405834
WEZDOW;-4393.460629;-0.201291;6.871400;0.531210;0.122400;-0.216500;-0.094100;515.926617
TENSOU;-1688.074554;-0.062828;0.631500;0.559520;0.210000;-0.193830;0.016170;186.673454
JIWYIY;-2252.305214;-0.147018;4.150700;0.939570;0.097750;-0.159740;-0.061990;392.935947
PEVVUK;-2610.359102;-0.157221;5.218800;0.227060;0.086490;-0.203560;-0.117070;385.622747
FETPEC;-2934.685016;-0.296408;3.008400;1.032000;0.092120;-0.158440;-0.066320;654.824523
EZURIB;-1712.296819;-0.198791;6.473800;2.019580;0.120570;-0.179790;-0.059220;491.276609
CAMLEJ;-1326.681804;-0.147970;3.404700;1.963620;0.132680;-0.186330;-0.053650;373.448457
WODNAG;-2428.140413;-0.235158;3.231300;1.574180;0.111040;-0.161180;-0.050140;592.770376
HATDEN;-1587.958093;-0.168189;2.393000;1.867160;0.145410;-0.167390;-0.021980;409.785853
XIQSUM;-3044.941399;-0.165082;5.217700;0.837270;0.145900;-0.208550;-0.062650;439.285382
ASOFOE;-2492.562948;-0.149806;3.856100;0.841810;0.107810;-0.190780;-0.082970;396.653191
YIFZUI;-3094.929533;-0.170831;5.277100;-0.223620;0.053630;-0.103340;-0.049710;408.637205
QULSAR;-2271.069874;-0.131714;2.548800;0.764230;0.083890;-0.152900;-0.069010;370.882753
EDOGEM;-3355.474846;-0.175292;11.373400;0.810490;0.096360;-0.223610;-0.127250;470.166531
FORFAV;-1705.139432;-0.172144;4.723900;1.990870;0.174080;-0.186470;-0.012390;416.736231
FESKET;-8637.683619;-0.139685;3.497600;-0.028560;0.098180;-0.180810;-0.082630;393.627365
YOYZOC;-999.356890;-0.131032;8.868400;1.472500;0.115130;-0.217420;-0.102290;311.340803
QIZPEU;-3766.177857;-0.259685;15.295600;1.848420;0.098430;-0.215490;-0.117060;629.822523
EKEVUN;-1707.044074;-0.165588;2.050000;1.419810;0.152820;-0.195740;-0.042920;394.647273
LIHCUB;-2702.546784;-0.180208;1.009600;0.675850;0.085160;-0.172510;-0.087350;464.543065
WENZOG;-1526.958265;-0.191694;2.467100;1.537900;0.106210;-0.171700;-0.065490;433.291597
ZOSCIV;-2975.603003;-0.271232;4.228800;0.826400;0.091880;-0.163360;-0.071480;605.604095
SAPPUU;-1902.015293;-0.120314;4.742800;0.784440;0.140240;-0.220230;-0.079990;298.954780
ZITSIE;-2216.361902;-0.159373;4.600300;0.779720;0.139010;-0.221030;-0.082020;392.093842
DAMCAV;-1945.351304;-0.215509;2.783000;1.912420;0.134200;-0.188870;-0.054670;522.126940
